County,Volume_in_mt,Waste_Type,Description,Site
Aube,0.875,Déchets entreposés en attente de traitement avant stockage,"Study, production or experimentation centers working for the deterrent force (0.875 m3)",ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,1.769,Déchets présents au Bâtiment de Regroupement du CIRES,"Miscellaneous radium-bearing waste (1,769 m3)",ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,2.158,Déchets présents au Bâtiment de Regroupement du CIRES,Natural salts (2.158 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,0.2,Déchets présents au Bâtiment de Regroupement du CIRES,Uranium metal (0.2 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,29.58,Déchets présents au Bâtiment d'Entreposage du CIRES,Am lightning rods in concrete shaft (29.58 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,199.045,Déchets présents au Bâtiment d'Entreposage du CIRES,Waste from the remediation of polluted sites - DI/SP (199.045 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,199.065,Déchets présents au Bâtiment d'Entreposage du CIRES,Miscellaneous radium-bearing LLW-LL waste (199.065 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,177.612,Déchets présents au Bâtiment d'Entreposage du CIRES,Natural salts (177.612 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,33.38,Déchets présents au Bâtiment d'Entreposage du CIRES,Uranium metal (33.38 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,0.052,Déchets présents au Bâtiment de Regroupement du CIRES,Lightning rods Am241 (13 Heads),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,1.116,Déchets présents au Bâtiment de Regroupement du CIRES,Lightning Rods Ra226 (93 Heads),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,18.536,Déchets présents au Bâtiment d'Entreposage du CIRES,Lightning rods Am241 (4634 Heads),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,24.06,Déchets présents au Bâtiment d'Entreposage du CIRES,Lightning Rods Ra226 (2005 Heads),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,3.197,Déchets présents au Bâtiment d'Entreposage du CIRES,"ORUM (3,197 m3 )",ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,0.16,Déchets présents au Bâtiment de Regroupement du CIRES,"ORUM (0,16 m3 )",ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,0.49203,Déchets présents au Bâtiment de Regroupement du CIRES,Scintillation Vials - SL (7.81 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,4.93983,Déchets présents au Bâtiment de Regroupement du CIRES,Glass Scintillation Vials - SLV (78.41 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,5.13828,Déchets présents au Bâtiment de Regroupement du CIRES,Incinerable solids - SI (61.17 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,7.25898,Déchets présents au Bâtiment de Regroupement du CIRES,Non-Incinerable Solids - SNI (10.77 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,0.0,Déchets présents au Bâtiment de Regroupement du CIRES,Aqueous solutions - LA (9.52 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,0.0,Déchets présents au Bâtiment de Regroupement du CIRES,Solvents and oils - LS/LH (26.976 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,0.34272,Déchets présents au Bâtiment de Regroupement du CIRES,Putrescible solids - SO (4.08 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,32.99904,Déchets présents au Bâtiment d'Entreposage du CIRES,Non-Incinerable Solids - SNI (48.96 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,0.0,Déchets présents au Bâtiment d'Entreposage du CIRES,Aqueous solutions - LA (0.285 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Aube,0.0,Déchets présents au Bâtiment d'Entreposage du CIRES,Solvents and oils - LS/LH (0.12 m3),ANDRA STORAGE CENTER IN OPERATION - MORVILLIERS - CIRES
Finistère,0.0,Autres déchets,18 gauges (0.05 m3 - 18 gauge),MARINE NATIONALE - DSSF BREST
Finistère,0.0,Autres déchets,2 depth gauges (thallium frame) (0.01 m3 - 2 depth gauge),MARINE NATIONALE - DSSF BREST
Finistère,0.0,Autres déchets,"2 EEV Mixer type BS958 et BS810 (0,001 m3 - 2 EEV Mixer)",MARINE NATIONALE - DSSF BREST
Finistère,0.0,Autres déchets,"4 Plaques radioluminescentes (0,001 m3 - 4 Plaques radioluminescentes)",MARINE NATIONALE - DSSF BREST
Finistère,0.0,Autres déchets,3 Liferaft Knives (0.001 m3 - 3 Liferaft Knives),MARINE NATIONALE - DSSF BREST
Finistère,0.0,Autres déchets,Round Deck Plate (0.001 m3 - 1 Round Deck Plate),MARINE NATIONALE - DSSF BREST
Finistère,0.0,Autres déchets,"Brooch, alarm clocks (brand &quot;Jaz&quot;), clock (0.001 m3 - 4 Clock)",MARINE NATIONALE - DSSF BREST
Finistère,0.0,Déchets divers,Glow tube containing U (0.1 m3 - 0.001 t - 1 piece),MARINE NATIONALE - BREST FOREST
Finistère,0.0,Déchets divers,&quot;starmaster&quot; brand watch with radioluminescent paint (0.1 m3 - 0.00001 t - 1 piece),MARINE NATIONALE - BREST FOREST
Finistère,0.0,Déchets divers,ELWE didactic and Leybold didactic glass flask (0.1 m3 - 0.000002 t - 1 piece),MARINE NATIONALE - BREST FOREST
Finistère,0.0,Déchets divers,"source US RADIOACTIVE CORP. (0,1 m3 - 0,000002 t - 1 unite)",MARINE NATIONALE - BREST FOREST
Finistère,0.0,Déchets divers,Halon Co-60 gauge source (0.1 m3 - 1 piece),MARINE NATIONALE - BREST FOREST
Finistère,0.0,Déchets divers,Calibrator Triton 111 (0.1 m3 - 1 piece),MARINE NATIONALE - BREST FOREST
Finistère,0.0,Déchets divers,Geometry 5.2 Liter (0.1 m3 - 1 piece),MARINE NATIONALE - BREST FOREST
Finistère,0.0,Déchets technologiques,3H radioluminescent plates (0.05 m3 - 170 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,Howler Telephones (4.7 m3 - 193 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,TLT rods (0.2 m3 - 3 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,Order repeaters (0.2 m3 - 8 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,Bar indicators (0.03 m3 - 3 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,Compass / Portable compass (0.03 m3 - 71 unit),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,AANF1 226Ra sights (0.02 m3 - 6 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,"Face Parlante Crotale (0,02 m3 - 8 units)",MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,Pressure gauge 226Ra (0.2 m3 - 2 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,SR-IS 226Ra synchro-receiver box (0.03 m3 - 4 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,AANF1 3H sights (0.1 m3 - 881 unit),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,226Ra radioluminescent plates (0.02 m3 - 5 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,Protective spark gap (0.01 m3 - 5 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,3H pressure gauge (0.02 m3 - 16 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,Radio set (TRPP) (0.15 m3 - 40 unit),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,THORIE Thorium 232 tungsten electrode (0.1 m3 - 179 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,SR-IS 3H synchro-receiver box (0.02 m3 - 5 units),MARINE NATIONALE - SLM BREST
Finistère,0.0,Déchets technologiques,Source of DOM410 (0.15 m3 - 426 unit),MARINE NATIONALE - SLM BREST
Finistère,40.0,,DGD - Declining managed waste,REGIONAL UNIVERSITY HOSPITAL CENTER OF BREST - AUGUSTIN MORVAN HOSPITAL - NUCLEAR MEDICINE
Finistère,30.0,,DGD - Declining managed waste,BREST REGIONAL UNIVERSITY HOSPITAL CENTER - LA CAVALE BLANCHE HOSPITAL - NUCLEAR MEDICINE - SCINTIGRAPHY
Finistère,0.8,Déchets technologiques ,"Metallic waste (drums n°12, 13, 14 and 15), pipes, flanges and valves (0.8 m3)",MARINE NATIONALE - DSSF BREST
Finistère,3.7,Déchets divers,"Asbestos in big bags (No. 1 and 2) and 200-litre drums (No. 1 to 11 [asbestos glue, asbestos-containing stainless steel]) (3.7 m3)",MARINE NATIONALE - DSSF BREST
Finistère,0.1,Déchets technologiques ,Settling sludge (77.45 kg currently in 12 HDPE drum bottoms of 100 l) (0.1 m3 - 0.07745 t),MARINE NATIONALE - DSSF BREST
Finistère,0.001,Autres déchets,ECFTHE TH 3564 (vacuum tube) (0.001 m3 - 1 ECFTHE TH 3564 (vacuum tube)),MARINE NATIONALE - DSSF BREST
Finistère,0.001,Autres déchets,2 glass bulbs type 5939A (0.001 m3 - 2 glass bulbs type 5939A),MARINE NATIONALE - DSSF BREST
Finistère,2.5,Déchets divers,Drums of 120 L of waste from the laboratory for source preparation (0.5 m3 - 1.5 t - 5 drums),MARINE NATIONALE - BREST FOREST
Finistère,0.1,Déchets divers,"30 L drum containing liquid waste (residues from intercomparisons, preparations from unsealed sources (0.1 m3 - 0.1 t - 1 drum)",MARINE NATIONALE - BREST FOREST
Finistère,0.1,Déchets divers,Contaminated Turkish tea (0.1 m3 - 0.000001 t - 1 piece),MARINE NATIONALE - BREST FOREST
Finistère,0.01,Autres déchets,"16 Thomson-CSF vacuum tubes type TV3309,TV3308,TH2611,TV3340 (0.01 m3 - 16 Thomson-CSF vacuum tubes type TV3309,TV3308,TH2611,TV3340 )",MARINE NATIONALE - DSSF BREST
Finistère,0.001,Autres déchets,Cerberus type 75469 fire detector (DED 50µSv on contact) (0.001 m3 - 1 Cerberus type 75469 fire detector),MARINE NATIONALE - DSSF BREST
Finistère,0.1,Déchets divers,1 batch of 5 sources from the Toulon central pharmacy (0.1 m3 - 0.00001 t - 5 pieces),MARINE NATIONALE - BREST FOREST
Finistère,0.1,Déchets divers,Aluminum tube containing Pu-242 (0.1 m3 - 0.000001 t - 1 piece),MARINE NATIONALE - BREST FOREST
Finistère,0.00059,,"SLV (0,01 m3)",REGIONAL UNIVERSITY HOSPITAL CENTER OF BREST - AUGUSTIN MORVAN HOSPITAL - NUCLEAR MEDICINE
Finistère,0.0,,"L.A. (0,06 m3)",REGIONAL UNIVERSITY HOSPITAL CENTER OF BREST - AUGUSTIN MORVAN HOSPITAL - NUCLEAR MEDICINE
Finistère,0.02183,,"SL (0,37 m3)",UNIVERSITY OF WESTERN BRITTANY - INSERM U1078 - FACULTY OF MEDICINE
Finistère,0.158,,SI (2 m3),UNIVERSITY OF WESTERN BRITTANY - INSERM U1078 - FACULTY OF MEDICINE
Finistère,0.0,,"L.A. (0,02 m3)",UNIVERSITY OF WESTERN BRITTANY - INSERM U1078 - FACULTY OF MEDICINE
Finistère,0.00158,,"SI (0,02 m3)",UNIVERSITY OF WESTERN BRITTANY - INSERM U1078 - FACULTY OF MEDICINE
Finistère,0.0,,"LS-LH (0,021 m3)",UNIVERSITY OF WESTERN BRITTANY - INSERM U1078 - FACULTY OF MEDICINE
Finistère,0.01,Autres déchets,9 Thomson-CSF type 6322 vacuum tubes (0.01 m3 - 9 Thomson-CSF type 6322 vacuum tubes),MARINE NATIONALE - DSSF BREST
Finistère,0.01,Autres déchets,Thoriated Tungsten Welding Rods (1 case 27 kg) (0.01 m3 - 1 Case of 27kg Thoriated Tungsten Welding Rod),MARINE NATIONALE - DSSF BREST
Finistère,0.001,Autres déchets,Thorium gas camping wick (0.001 m3 - 1 Thorium gas camping wick),MARINE NATIONALE - DSSF BREST
Finistère,0.1,Déchets divers,Empty bottle of a liquid source ELMB55 No. 4595 (0.1 m3 - 0.00001 t - 1 bottle),MARINE NATIONALE - BREST FOREST
Finistère,0.1,Déchets divers,Bottle containing a daughter source (0.1 m3 - 0.00001 t - 1 bottle),MARINE NATIONALE - BREST FOREST
Gard,0.0,Déchets d'exploitation et de maintenance,Unused sources (26 sealed and unsealed sources),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,0.0,Déchets d'exploitation et de maintenance,Unemployed Sources (10 Sources),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,49995.6,Déchets historiques,Earth and rubble (trenches) (12200 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,0.0,Déchets de structure,Co spring castles (cobalt castles) (5 castles),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,0.0,Déchets particuliers,Unemployed Sources (82 Sources),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,0.0,Déchets particuliers,Drums containing DAI (2 Drums 118 L),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,126000.0,Déchets historiques,"Inert waste without radiological marking (126,000 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,0.0,Déchets d'exploitation et de maintenance,Unemployed Sources (19 Sources),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,0.0,Déchets issus du traitement des effluents,Unemployed Sources (2 Sources),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,0.0,Déchets particuliers,Unemployed Sources (3 Sources),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,0.0,Déchets d'exploitation et de maintenance,Unemployed Sources (4 Sources),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,1116.0,Déchets historiques,Waste from the concrete basin of the former stripping pilot (1116 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,0.45,Déchets d'exploitation et de maintenance,"DSFI - GRIEF drums (tritiated waste degassing RGN1, containing americium) (0.45 m3)",CEA CIVIL - MARCOULE (REACTORS AND ASSOCIATED FACILITIES)
Gard,0.0,Déchets d'exploitation et de maintenance,Unemployed sources (7 units),CEA CIVIL - MARCOULE (REACTORS AND ASSOCIATED FACILITIES)
Gard,0.6,Déchets d'exploitation et de maintenance,DSFI - Tritiated oils (0.6 m3),CEA CIVIL - MARCOULE (REACTORS AND ASSOCIATED FACILITIES)
Gard,0.0002,Déchets d'exploitation et de maintenance,"DSFI - Lithium Battery (0,0002 m3 )",CEA CIVIL - MARCOULE (REACTORS AND ASSOCIATED FACILITIES)
Gard,5.33,Déchets d'exploitation et de RCD,Brass tubes containing chlorine 36 (5.33 m3),CEA CIVIL - MARCOULE (REACTORS AND ASSOCIATED FACILITIES)
Gard,0.0,Sources scellées usagées contaminées,Technological waste (ion detectors) (0.826 m3 - 6 drums of 118 liters),ORANO / MELOX - MARCOULE (MELOX)
Gard,15.312,Déchets de RCD,Package of glasses from the Pilote workshop (176 containers of 57 liters),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,1.395,Déchets de RCD,Other glasses from the Pilote workshop (15 containers of 57 liters),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,552.825,Déchets provenant de la vitrification des produits de fission,Vitrified waste in metal container (3159 vitrified containers),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,45.15,Déchets d'exploitation et de maintenance,"Conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (45.15 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,0.21,Déchets d'exploitation et de maintenance,Lead ingots (0.21 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,29.42,Déchets d'exploitation et de maintenance,Asbestos waste (29.42 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,59.76,Déchets TFA,"Packaged VLL technological waste (metallic, non-metallic, inert, etc.) (59.76 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,12.19,Déchets d'exploitation et de maintenance,"Conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (12.19 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,76.6,Déchets d'exploitation et de maintenance,"Conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (76.6 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,3.9,Déchets d'exploitation et de maintenance,"VLL technological waste (metallic, non-metallic, inert, etc.) containing asbestos (3.9 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,111.3,Déchets de structure du combustible,Aluminum scrap - Fosse FC (7.95 t),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,312.34,Déchets d'exploitation courante,"Packaged VLL technological waste (metallic, non-metallic, inert, etc.) (312.34 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,110.44,Déchets d'exploitation courante,"Unconditioned VLL technological waste (metallic, non-metallic, inert, etc.) (110.44 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,27.0,Déchets technologiques et métalliques,Packaging waste (27 boxes 5m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,27.43,Déchets technologiques métalliques,Bulk VLL waste (27.43 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,46.4,Déchets TFA,Empty containers (46.4 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,235.48,Déchets d'exploitation et de maintenance,"Conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (235.48 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,14.75,Déchets particuliers,VLL asbestos-containing waste (14.75 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,1.2,Déchets historiques,"Pre-conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (1.2 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,1.5,Déchets historiques,"Asbestos-containing pre-conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (1.5 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,19.0,Déchets d'exploitation et de maintenance,Conditioned VLL technological waste (19 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,1.298,Déchets d'exploitation,Asbestos waste (11 drums of 118L),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,8.0,Déchets d'exploitation,Asbestos waste - Ferrules (8 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,48.0,Déchets d'exploitation,"Conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (48 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,5.85,Déchets d'exploitation,"TFA category technological waste (plastic, metal, inert, etc.) in C0 (C0 TFA) (26 drums of 223L)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,23.52,Déchets d'exploitation,"TFA category technological waste (plastic, metal, inert, etc.) in BI (BI TFA) (8 intermediate boxes)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,397.04,Déchets TFA,"Conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (397.04 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,14.03,Déchets TFA,Conditioned VLL asbestos waste (14.03 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,1.35,Déchets TFA,"Conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (1.35 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,12.0,Déchets d'exploitation et de maintenance,"Conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (12 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,10.4,Déchets d'exploitation et de maintenance,"Conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (10.4 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,19.04,Déchets d'exploitation et de maintenance,"Conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (19.04 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,0.24,Déchets d'exploitation et de maintenance,"Unconditioned VLL technological waste (metallic, non-metallic, inert, etc.) (0.24 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,1.0,Déchets d'exploitation et de maintenance,Asbestos VLL waste (large appliances) (1 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,1.18,Déchets d'exploitation et de maintenance,Waste without immediate disposal (DSFI) - WEEE (1.18 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,0.05,Déchets sans filière immédiate (DSFI),Sludge to be characterized (0.05 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,4.0,Déchets d'exploitation et de maintenance,"Conditioned VLL technological waste (Cartridges, metallic, non-metallic, inert, etc.) (4 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,1.0,Déchets d'exploitation et de maintenance,Technological VLL asbestos waste (1 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,0.0,Déchets d'exploitation et de maintenance,Residues to be characterized (&quot;sludge&quot; resulting from the reconditioning of scintillating liquids from a Nison drum) (0.1 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,157.165,Déchets d'exploitation et de maintenance,"Conditioned and pre-conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (157.165 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,16.502,Déchets d'exploitation et de maintenance,TFA inactive test bitumen drums (16.502 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,26.46,Déchets d'exploitation et de maintenance,Waste whose management channel remains to be defined - Gel batteries (26.46 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,0.24,Déchets d'exploitation et de maintenance,"Packaged VLL technological waste (metallic, non-metallic, inert, etc.) (0.24 m3)",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,42.0,Déchets d'exploitation et de maintenance,"Packaged VLL technological waste (metallic, non-metallic, inert, etc.) (42 m3)",CEA CIVIL - MARCOULE (REACTORS AND ASSOCIATED FACILITIES)
Gard,1.41,Déchets d'exploitation et de maintenance,Conditioned VLL asbestos waste (1.41 m3),CEA CIVIL - MARCOULE (REACTORS AND ASSOCIATED FACILITIES)
Gard,93.89,Déchets d'exploitation et de RCD,"Packaged VLL technological waste (metallic, non-metallic, inert, etc.) (93.89 m3)",CEA CIVIL - MARCOULE (REACTORS AND ASSOCIATED FACILITIES)
Gard,9.435,Déchets de RCD,Smelting dross in 100L drums containing RCF (1.7 m3),CEA CIVIL - MARCOULE (REACTORS AND ASSOCIATED FACILITIES)
Gard,23.0,Déchets d'exploitation et de maintenance,VLL asbestos-containing waste (23 m3),CEA CIVIL - MARCOULE (REACTORS AND ASSOCIATED FACILITIES)
Gard,5.3,Déchets d'exploitation et de maintenance,"Conditioned VLL technological waste (metallic, non-metallic, inert, etc.) (5.3 m3)",CEA CIVIL - MARCOULE (REACTORS AND ASSOCIATED FACILITIES)
Gard,2.75,Déchets de très faible activité,Compactable waste (11 big bags),ORANO / MELOX - MARCOULE (MELOX)
Gard,5.4,Déchets de très faible activité,Non-compactable waste (4 containers),ORANO / MELOX - MARCOULE (MELOX)
Gard,0.25,Déchets de très faible activité (CDA),Compactable waste (CDA) (1 unit),ORANO / MELOX - MARCOULE (MELOX)
Gard,1.35,Déchets de très faible activité (CDA),Non-compactable waste (CDA) (1 container),ORANO / MELOX - MARCOULE (MELOX)
Gard,0.57,Déchets Solides,Compactable Solids (SC) (0.57 m3 - 0.12 t),SYNERGY HEALTH - GAMMATEC
Gard,0.03,Déchets Solides,Non-Compactable Solids (NCS) (0.03 m3 - 0.06 t),SYNERGY HEALTH - GAMMATEC
Gard,0.1,Déchets sans filière immédiate (DSFI),Iodine trap cartridges (0.1 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,157.62855,Déchets de structure du combustible,Graphite waste - Fosse FS (78.15 t),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,1375.594,Déchets de structure du combustible,"Graphite waste - Pits GR1, 2, 3, 4 (682 t)",CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,4.9,Déchets issus du traitement des effluents,Oversized bitumen drums (pit 149) (4 bitumen drums of 220 liters HG),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,6.125,Déchets issus du traitement des effluents ,Bitumen drums packaged in shells (5 M4 shells),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,3.92,Cartouches C14,CEL FA-VL bins (4 CELESTIN bins),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,10717.525,Déchets issus du traitement des effluents,Drums of bituminous mixes produced before January 1995 stored in the new storage (FEB non QP FA-VL) (8749 drums of 380L EIP),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,0.5,Déchets sans filière immédiate (DSFI),"Solution d'oxalate d'uranium (0,5 m3 )",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,0.001,Déchets sans filière immédiate (DSFI),"Flacon de nitrate de thorium (0,001 m3 )",CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,0.002,Déchets sans filière immédiate (DSFI),Uranium acetate (0.002 m3),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,431.2,Déchets issus du traitement des effluents,Release drums (valve type) (352 drums of 220 liters),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,39246.55,Déchets issus du traitement des effluents,Drums of bituminous mix produced before January 1995 in casemates (FEB non QP FA-VL) (32038 drums of 220 liters),CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION)
Gard,9.792,Déchets de RCD,"Technological waste and miscellaneous MA-VL waste (vitrification pots, glass pellets, etc.) (24 containers of 80 liters)",CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
Gard,0.206,Déchets de RCD,Container containing strontium titanate (1 container of 100 liters),CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD)
