City,County,Site,Waste_Type,Description,Label,Volume_in_mt,BQ,Radionuclides
MARCY-L'ETOILE,Rhône,SANOFI PASTEUR - PHARMACEUTICAL RESEARCH AND INDUSTRY,,"SI (0,12 m3)",F3-7-01,"0,00948","3,70E+06",3H
MARCY-L'ETOILE,Rhône,SANOFI PASTEUR - PHARMACEUTICAL RESEARCH AND INDUSTRY,,"L.A. (0,01 m3)",F3-7-01,0,"3,70E+07",3H
MARCY-L'ETOILE,Rhône,SANOFI PASTEUR - PHARMACEUTICAL RESEARCH AND INDUSTRY,,"SI (0,12 m3)",F3-7-01,"0,00948","3,70E+06",3H
SAINT-BENOIT,Vienne,SGS FRANCE - LIFE SERVICES SAINT BENOIT,,"SL (0,12 m3)",F3-7-01,"0,00708","3,55E+03",14C
SAINT-BENOIT,Vienne,SGS FRANCE - LIFE SERVICES SAINT BENOIT,,"SI (0,6 m3)",F3-7-01,"0,0474",4.34E+03,14C
SAINT-HERBLAIN,Loire-Atlantique,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,"SI (0,12 m3)",F3-7-01,"0,00948","1,87E+08","3H, 14C"
SAINT-HERBLAIN,Loire-Atlantique,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,"SL (0,12 m3)",F3-7-01,"0,00708","2,62E+08","3H, 14C"
SAINT-HERBLAIN,Loire-Atlantique,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,"SO (0,08 m3)",F3-7-01,"0,00632","1,74E+08","3H, 14C"
SAINT-HERBLAIN,Loire-Atlantique,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,"LS-LH (0,03 m3)",F3-7-01,0,"5,42E+06","3H, 14C, 153Gd"
SAINT-HERBLAIN,Loire-Atlantique,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,"LS-LH (0,015 m3)",F3-7-01,0,"9,14E+07","3H, 14C"
SAINT-HERBLAIN,Loire-Atlantique,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,"SL (0,05 m3)",F3-7-01,"0,00295","1,01E+07","3H, 14C"
SAINT-HERBLAIN,Loire-Atlantique,SOCIETE CHELATEC - RADIO MARQUAGE MOLECULAR,,"LS-LH (0,001 m3)",F3-7-01,0,"3,93E+09",14C
PARIS 06,Paris,SORBONNE UNIVERSITY - CORDELIERS RESEARCH CENTER - UMRS1138,,"SL (0,12 m3)",F3-7-01,"0,00708",4.24E+06,14C
PARIS 06,Paris,SORBONNE UNIVERSITY - CORDELIERS RESEARCH CENTER - UMRS1138,,"SI (0,12 m3)",F3-7-01,"0,00948","7,56E+06",3H
PARIS 06,Paris,SORBONNE UNIVERSITY - CORDELIERS RESEARCH CENTER - UMRS1138,,"LA (0,05 m3)",F3-7-01,0,"6,74E+07",3H
ROSCOFF,Finistère,BIOLOGICAL STATION - UMR8227 - UMR7144,,"SI (0,12 m3)",F3-7-01,"0,00948","3,70E+06","3H, 14C"
ROSCOFF,Finistère,BIOLOGICAL STATION - UMR8227 - UMR7144,,"LA (0,006 m3)",F3-7-01,0,"1,90E+07","3H, 14C"
ROSCOFF,Finistère,BIOLOGICAL STATION - UMR8227 - UMR7144,,"SL (0,01 m3)",F3-7-01,"0,00059","3,70E+06","3H, 14C"
ROSCOFF,Finistère,BIOLOGICAL STATION - UMR8227 - UMR7144,,"LS-LH (0,007 m3)",F3-7-01,0,"1,00E+06","3H, 14C"
ROSCOFF,Finistère,BIOLOGICAL STATION - UMR8227 - UMR7144,,"SLV (0,002 m3)",F3-7-01,"0,000118","5,00E+05",3H
ORLEANS,Loiret,SERVIER TECHNOLOGY - PHARMACOKINETICS AND METABOLISM CENTER,,"SI (1,2 m3)",F3-7-01,"0,0948","1,44E+08","3H, 14C"
ORLEANS,Loiret,SERVIER TECHNOLOGY - PHARMACOKINETICS AND METABOLISM CENTER,,"SL (0,12 m3)",F3-7-01,"0,00708","3,30E+07","3H, 14C"
ORLEANS,Loiret,SERVIER TECHNOLOGY - PHARMACOKINETICS AND METABOLISM CENTER,,"LS-LH (0,09 m3)",F3-7-01,0,"9,83E+08","3H, 14C"
ORLEANS,Loiret,SERVIER TECHNOLOGY - PHARMACOKINETICS AND METABOLISM CENTER,,"SO (0,12 m3)",F3-7-01,"0,00948","3,00E+08","3H, 14C"
TOURS,Indre-et-Loire,UFR MEDICINE - LAB. OF BIOPHYSICS -INSERM U 1253 - BAT J,,"SL (0,12 m3)",F3-7-01,"0,00708","5,00E+06",3H
TOURS,Indre-et-Loire,UFR MEDICINE - LAB. OF BIOPHYSICS -INSERM U 1253 - BAT J,,"L.A. (0,06 m3)",F3-7-01,0,"6,50E+06",3H
TOURS,Indre-et-Loire,UFR MEDICINE - LAB. OF BIOPHYSICS -INSERM U 1253 - BAT J,,"SLV (0,00001 m3)",F3-7-01,"0,00000059","1,35E+08",3H
CLERMONT-FERRAND,Puy-de-Dôme,"UFR MEDECINE PHARMACIE - UMR6293 GENETICS, REPRODUCTION AND DEVELOPMENT",,"SL (0,09 m3)",F3-7-01,"0,00531","9,00E+06",3H
CLERMONT-FERRAND,Puy-de-Dôme,"UFR MEDECINE PHARMACIE - UMR6293 GENETICS, REPRODUCTION AND DEVELOPMENT",,"SO (0,05 m3)",F3-7-01,"0,00395","4,00E+06","3H, 14C"
CLERMONT-FERRAND,Puy-de-Dôme,"UFR MEDECINE PHARMACIE - UMR6293 GENETICS, REPRODUCTION AND DEVELOPMENT",,"LA (0,03 m3)",F3-7-01,0,"9,00E+06",3H
CLERMONT-FERRAND,Puy-de-Dôme,"UFR MEDECINE PHARMACIE - UMR6293 GENETICS, REPRODUCTION AND DEVELOPMENT",,"SI (0,05 m3)",F3-7-01,"0,00395","2,90E+06",3H
VILLEURBANNE,Rhône,CLAUDE BERNARD-LYON 1 UNIVERSITY - PHYSICAL INSTITUTE OF THE 2 INFINITIES OF LYON / IN2P3,,"SI (0,04 m3)",F3-7-01,"0,00316","3,00E+05","60Co, 137Cs, 210Pb, 226Ra, 232Th, U"
VILLEURBANNE,Rhône,CLAUDE BERNARD-LYON 1 UNIVERSITY - PHYSICAL INSTITUTE OF THE 2 INFINITIES OF LYON / IN2P3,,"SI (0,9 m3)",F3-7-01,"0,0711","5,50E+05","3H, 14C"
VILLEURBANNE,Rhône,CLAUDE BERNARD-LYON 1 UNIVERSITY - PHYSICAL INSTITUTE OF THE 2 INFINITIES OF LYON / IN2P3,,"L.A. (0,02 m3)",F3-7-01,0,"4,00E+04","3H, 14C, 60Co"
VILLEURBANNE,Rhône,UNIVERSITE CLAUDE BERNARD-LYON 1 - MEM2 ICBMS UMR5246,,"L.A. (0,004 m3)",F3-7-01,0,1.80E+06,"3H, 14C"
VILLEURBANNE,Rhône,UNIVERSITE CLAUDE BERNARD-LYON 1 - MEM2 ICBMS UMR5246,,"SL (0,05 m3)",F3-7-01,"0,00295","1,16E+05","3H, 14C"
NICE,Alpes-Maritimes,"COTE D&#39;AZUR UNIVERSITY - FACULTY OF MEDICINE - IRCAN INSERM U1081, CNRS UMR 7284",,"LA (0,005 m3)",F3-7-01,0,"1,88E+07","3H, 14C"
NICE,Alpes-Maritimes,"COTE D&#39;AZUR UNIVERSITY - NICE CHEMISTRY INSTITUTE, HUMAN AND ENVIRONMENTAL RADIOCHEMISTRY TEAM",,"SI (0,12 m3)",F3-7-01,"0,00948","2,20E+06","60Co, 137Cs, 152Eu, 232Th, 239Pu, U"
NICE,Alpes-Maritimes,"COTE D&#39;AZUR UNIVERSITY - NICE CHEMISTRY INSTITUTE, HUMAN AND ENVIRONMENTAL RADIOCHEMISTRY TEAM",,"L.A. (0,06 m3)",F3-7-01,0,"8,60E+04","60Co, 152Eu, 209Po, 232Th, 241Am, U"
NICE,Alpes-Maritimes,"UNIVERSITE COTE D&#39;AZUR - UMR E4320 TIRO/MATos, biophysics department",,"LA (0,005 m3)",F3-7-01,0,"5,00E+06","3H, 14C"
NICE,Alpes-Maritimes,"COTE D&#39;AZUR UNIVERSITY - UMR E4320 TIRO/MATos, biophysics department",,"SI (0,2 m3)",F3-7-01,"0,0158",2.40E+05,"3H, 14C"
NICE,Alpes-Maritimes,"COTE D&#39;AZUR UNIVERSITY - UMR E4320 TIRO/MATos, biophysics department",,"SL (0,2 m3)",F3-7-01,"0,0118","2,00E+05","3H, 14C"
ANGERS,Maine-et-Loire,UNIVERSITY OF ANGERS - RADIOBIOLOGY AND EXPERIMENTAL IMAGING PLATFORM (PRIMEX),,"SLV (0,24 m3)",F3-7-01,"0,01416","7,00E+07","3H, 14C"
ANGERS,Maine-et-Loire,UNIVERSITY OF ANGERS - RADIOBIOLOGY AND EXPERIMENTAL IMAGING PLATFORM (PRIMEX),,"L.A. (0,02 m3)",F3-7-01,0,"1,00E+07",
LENS,Pas-de-Calais,UNIVERSITY OF ARTOIS - Laboratory of the Blood-brain Barrier,,"L.A. (0,01 m3)",F3-7-01,0,"2,52E+06","3H, 14C"
LENS,Pas-de-Calais,UNIVERSITY OF ARTOIS - Laboratory of the Blood-brain Barrier,,"SL (0,08 m3)",F3-7-01,"0,00472","4,10E+05","3H, 14C"
CLERMONT-FERRAND,Puy-de-Dôme,AUVERGNE UNIVERSITY - UMR 1240 MOLECULAR IMAGING AND THERANOSTIC STRATEGIES,,"LA (0,03 m3)",F3-7-01,0,"1,12E+10","3H, 14C"
CLERMONT-FERRAND,Puy-de-Dôme,AUVERGNE UNIVERSITY - UMR 1240 MOLECULAR IMAGING AND THERANOSTIC STRATEGIES,,"SI (0,2 m3)",F3-7-01,"0,0158","8,00E+06",3H
CLERMONT-FERRAND,Puy-de-Dôme,AUVERGNE UNIVERSITY - UMR 1240 MOLECULAR IMAGING AND THERANOSTIC STRATEGIES,,"SLV (0,2 m3)",F3-7-01,"0,0118","9,32E+04","3H, 14C"
CLERMONT-FERRAND,Puy-de-Dôme,AUVERGNE UNIVERSITY - UMR 1240 MOLECULAR IMAGING AND THERANOSTIC STRATEGIES,,"SO (0,1 m3)",F3-7-01,"0,0079",6.80E+06,3H
CLERMONT-FERRAND,Puy-de-Dôme,AUVERGNE UNIVERSITY - UMR 1240 MOLECULAR IMAGING AND THERANOSTIC STRATEGIES,,"SO (0,05 m3)",F3-7-01,"0,00395","4,00E+06","3H, 14C"
PESSAC,Gironde,UNIVERSITY OF BORDEAUX - INSTITUTE FOR RESEARCH ON ARCHEOMATERIALS - UMR CNRS 5060,,"LA (0,0005 m3)",F3-7-01,0,"0,00E+00","U, Th"
BORDEAUX,Gironde,UNIVERSITY OF BORDEAUX - MEMBRANE BIOGENESIS LABORATORY - UMR CNRS 5200,,"L.A. (0,02 m3)",F3-7-01,0,"1,00E+04",14C
BORDEAUX,Gironde,UNIVERSITY OF BORDEAUX - MEMBRANE BIOGENESIS LABORATORY - UMR CNRS 5200,,"LS-LH (0,01 m3)",F3-7-01,0,"1,00E+04",14C
BORDEAUX,Gironde,UNIVERSITY OF BORDEAUX - MEMBRANE BIOGENESIS LABORATORY - UMR CNRS 5200,,"SL (0,0001 m3)",F3-7-01,"0,0000059","1,00E+04",14C
PLOUZANE,Finistère,UNIVERSITY OF WESTERN BRITTANY - IUEM - UMR6538,,"LA (0,0018 m3)",F3-7-01,0,"1,36E+00","229Th, 236U"
PLOUZANE,Finistère,UNIVERSITY OF WESTERN BRITTANY - IUEM - UMR6538,,"SI (0,0015 m3)",F3-7-01,"0,0001185","9,10E-01","229Th, 236U"
LA ROCHELLE,Charente-Maritime,UNIVERSITY OF LA ROCHELLE - COASTAL ENVIRONMENT AND SOCIETIES (LINKS),,"L.A. (0,029 m3)",F3-7-01,0,"1,30E+07",14C
LA ROCHELLE,Charente-Maritime,UNIVERSITY OF LA ROCHELLE - COASTAL ENVIRONMENT AND SOCIETIES (LINKS),,"SI (0,24 m3)",F3-7-01,"0,01896","8,00E+07","3H, 14C"
LA ROCHELLE,Charente-Maritime,UNIVERSITY OF LA ROCHELLE - COASTAL ENVIRONMENT AND SOCIETIES (LINKS),,"SL (0,004 m3)",F3-7-01,"0,000236","2,00E+04",14C
LA ROCHELLE,Charente-Maritime,UNIVERSITY OF LA ROCHELLE - COASTAL ENVIRONMENT AND SOCIETIES (LINKS),,"SI (0,36 m3)",F3-7-01,"0,02844","1,50E+07",109Cd
LA ROCHELLE,Charente-Maritime,UNIVERSITY OF LA ROCHELLE - COASTAL ENVIRONMENT AND SOCIETIES (LINKS),,"SI (0,12 m3)",F3-7-01,"0,00948","3,42E+06","65Zn, 110mAg"
LA ROCHELLE,Charente-Maritime,UNIVERSITY OF LA ROCHELLE - COASTAL ENVIRONMENT AND SOCIETIES (LINKS),,"L.A. (0,01 m3)",F3-7-01,0,"2,00E+04",109Cd
LA ROCHELLE,Charente-Maritime,UNIVERSITY OF LA ROCHELLE - COASTAL ENVIRONMENT AND SOCIETIES (LINKS),,"LA (0,023 m3)",F3-7-01,0,"3,60E+05","65Zn, 110mAg"
LA ROCHELLE,Charente-Maritime,UNIVERSITY OF LA ROCHELLE - COASTAL ENVIRONMENT AND SOCIETIES (LINKS),,"SI (0,12 m3)",F3-7-01,"0,00948","3,00E+06","65Zn, 110mAg"
LA ROCHELLE,Charente-Maritime,UNIVERSITY OF LA ROCHELLE - COASTAL ENVIRONMENT AND SOCIETIES (LINKS),,"SL (0,04 m3)",F3-7-01,"0,00236","2,00E+04",3H
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF LILLE - RISK PREVENTION DEPARTMENT,,"SI (0,12 m3)",F3-7-01,"0,00948","2,00E+06","137Cs, 226Ra, 232Th, 241Am, U"
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF LILLE - RISK PREVENTION DEPARTMENT,,"SO (0,005 m3)",F3-7-01,"0,000395","2,00E+06",3H
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF LILLE - RISK PREVENTION DEPARTMENT,,"SLV (0,0001 m3)",F3-7-01,"0,0000059","4,63E+03","3H, 14C"
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF LILLE - RISK PREVENTION DEPARTMENT,,"SL (0,12 m3)",F3-7-01,"0,00708",2.40E+05,"3H, 14C"
LILLE,Nord,UNIVERSITY OF LILLE - BINDING PLATFORM,,"SI (0,24 m3)",F3-7-01,"0,01896","2,74E+06",3H
LILLE,Nord,UNIVERSITY OF LILLE - BINDING PLATFORM,,"L.A. (0,12 m3)",F3-7-01,0,"3,88E+07",3H
VANDOEUVRE-LES-NANCY,Meurthe-et-Moselle,UNIVERSITY OF LORRAINE - UMR 7365 CNRS - MOLECULAR ENGINEERING AND JOINT PHYSIOPATHOLOGY (IMOPA),,"L.A. (0,06 m3)",F3-7-01,0,"3,00E+06",14C
VANDOEUVRE-LES-NANCY,Meurthe-et-Moselle,UNIVERSITY OF LORRAINE - UMR 7365 CNRS - MOLECULAR ENGINEERING AND JOINT PHYSIOPATHOLOGY (IMOPA),,"SI (0,24 m3)",F3-7-01,"0,01896","4,00E+06",14C
VANDOEUVRE-LES-NANCY,Meurthe-et-Moselle,UNIVERSITE DE LORRAINE - UMR_S INSERM U1256 - LABORATOIRE NGERE,,"SI (0,02 m3)",F3-7-01,"0,00158","7,77E+06","3H, 14C, 57Co"
VANDOEUVRE-LES-NANCY,Meurthe-et-Moselle,UNIVERSITE DE LORRAINE - UMR_S INSERM U1256 - LABORATOIRE NGERE,,"SL (0,002 m3)",F3-7-01,"0,000118","1,20E+05","3H, 14C, 57Co"
VANDOEUVRE-LES-NANCY,Meurthe-et-Moselle,UNIVERSITE DE LORRAINE - UMR_S INSERM U1256 - LABORATOIRE NGERE,,"SI (0,015 m3)",F3-7-01,"0,001185","1,16E+08",14C
VANDOEUVRE-LES-NANCY,Meurthe-et-Moselle,UNIVERSITE DE LORRAINE - UMR_S INSERM U1256 - LABORATOIRE NGERE,,"SI (0,014 m3)",F3-7-01,"0,001106","1,00E+08",14C
VILLEURBANNE,Rhône,UNIVERSITY OF LYON - INRA - UMR FUNCTIONAL BIOLOGY INSECTS INTERACTIONS (BF2I),,"SI (0,01 m3)",F3-7-01,"0,00079","7,50E+05",14C
VILLEURBANNE,Rhône,UNIVERSITY OF LYON - INRA - UMR FUNCTIONAL BIOLOGY INSECTS INTERACTIONS (BF2I),,"LS-LH (0,01 m3)",F3-7-01,0,"1,10E+06",14C
VILLEURBANNE,Rhône,UNIVERSITY OF LYON - INRA - UMR FUNCTIONAL BIOLOGY INSECTS INTERACTIONS (BF2I),,"SL (0,04 m3)",F3-7-01,"0,00236","2,95E+07",14C
VILLEURBANNE,Rhône,UNIVERSITY OF LYON - INRA - UMR FUNCTIONAL BIOLOGY INSECTS INTERACTIONS (BF2I),,"SLV (0,00001 m3)",F3-7-01,"0,00000059",1.85E+06,14C
VILLEURBANNE,Rhône,UNIVERSITY OF LYON - INRA - UMR FUNCTIONAL BIOLOGY INSECTS INTERACTIONS (BF2I),,"SLV (0,00001 m3)",F3-7-01,"0,00000059","9,25E+06",14C
VILLEURBANNE,Rhône,UNIVERSITY OF LYON - INRA - UMR FUNCTIONAL BIOLOGY INSECTS INTERACTIONS (BF2I),,"SLV (0,00001 m3)",F3-7-01,"0,00000059","2,13E+06",14C
VILLEURBANNE,Rhône,UNIVERSITY OF LYON - INRA - UMR FUNCTIONAL BIOLOGY INSECTS INTERACTIONS (BF2I),,"SLV (0,00001 m3)",F3-7-01,"0,00000059","9,25E+06",14C
VILLEURBANNE,Rhône,UNIVERSITY OF LYON - INRA - UMR FUNCTIONAL BIOLOGY INSECTS INTERACTIONS (BF2I),,"SLV (0,00001 m3)",F3-7-01,"0,00000059","1,37E+06",14C
NANTES,Loire-Atlantique,UNIVERSITY OF NANTES - SFR SANTÉ RADIOACTIVITY TECHNICAL PLATFORM,,"SI (0,36 m3)",F3-7-01,"0,02844",4.40E+08,3H
NANTES,Loire-Atlantique,UNIVERSITY OF NANTES - SFR SANTÉ RADIOACTIVITY TECHNICAL PLATFORM,,"L.A. (0,3 m3)",F3-7-01,0,"4,00E+08",3H
NANTES,Loire-Atlantique,UNIVERSITY OF NANTES - SFR SANTÉ RADIOACTIVITY TECHNICAL PLATFORM,,"SL (0,24 m3)",F3-7-01,"0,01416","1,20E+07",3H
NANTES,Loire-Atlantique,UNIVERSITE DE NANTES - EMN - IN2P3 - ARMINES - IN2P3 - CNRS - LABO. SUBATOMIC PHYSICS AND ASSOCIATED TECHNOLOGIES (SUBATECH),,"SL (0,5 m3)",F3-7-01,"0,0295","3,00E+06","3H, 14C, 63Ni, 99Tc, 137Cs, 152Eu"
NANTES,Loire-Atlantique,UNIVERSITE DE NANTES - EMN - IN2P3 - ARMINES - IN2P3 - CNRS - LABO. SUBATOMIC PHYSICS AND ASSOCIATED TECHNOLOGIES (SUBATECH),,"L.A. (0,9 m3)",F3-7-01,0,"1,50E+08","3H, 14C, 63Ni, U, Th"
NANTES,Loire-Atlantique,UNIVERSITE DE NANTES - EMN - IN2P3 - ARMINES - IN2P3 - CNRS - LABO. SUBATOMIC PHYSICS AND ASSOCIATED TECHNOLOGIES (SUBATECH),,"LS-LH (0,18 m3)",F3-7-01,0,"5,00E+06","3H, 14C, 60Co, 152Eu, 210Pb, U"
NANTES,Loire-Atlantique,UNIVERSITE DE NANTES - EMN - IN2P3 - ARMINES - IN2P3 - CNRS - LABO. SUBATOMIC PHYSICS AND ASSOCIATED TECHNOLOGIES (SUBATECH),,"LS-LH (0,03 m3)",F3-7-01,0,"5,00E+04","3H, 210Pb, 226Ra, U, Th"
PAU,Pyrénées-Atlantiques,UNIVERSITY OF PAU - IPREM - CNRS - UMR 5254 - ENVIRONMENT AND MICROBIOLOGY,,"LS-LH (0,004 m3)",F3-7-01,0,"7,21E+06",14C
PAU,Pyrénées-Atlantiques,UNIVERSITY OF PAU - IPREM - CNRS - UMR 5254 - ENVIRONMENT AND MICROBIOLOGY,,"SL (0,007 m3)",F3-7-01,"0,000413","1,00E+05",14C
PAU,Pyrénées-Atlantiques,UNIVERSITY OF PAU - IPREM - CNRS - UMR 5254 - ENVIRONMENT AND MICROBIOLOGY,,"SI (0,1 m3)",F3-7-01,"0,0079",4.40E+05,14C
PAU,Pyrénées-Atlantiques,UNIVERSITY OF PAU - IPREM - CNRS - UMR 5254 - ENVIRONMENT AND MICROBIOLOGY,,"LS-LH (0,001 m3)",F3-7-01,0,1.85E+06,3H
PAU,Pyrénées-Atlantiques,UNIVERSITY OF PAU - IPREM - CNRS - UMR 5254 - ENVIRONMENT AND MICROBIOLOGY,,"SI (0,0001 m3)",F3-7-01,"0,0000079","3,70E+03",3H
AMIENS,Somme,UNIVERSITY OF PICARDIE JULES VERNE - UFR DE PHARMACIE INSERM U1247 Research group on alcohol and drug addiction,,SI (1 m3),F3-7-01,"0,079","1,50E+06",3H
AMIENS,Somme,UNIVERSITY OF PICARDIE JULES VERNE - UFR DE PHARMACIE INSERM U1247 Research group on alcohol and drug addiction,,"L.A. (0,2 m3)",F3-7-01,0,"9,01E+05",3H
AMIENS,Somme,UNIVERSITY OF PICARDIE JULES VERNE - UFR DE PHARMACIE INSERM U1247 Research group on alcohol and drug addiction,,SL (1 m3),F3-7-01,"0,059","6,00E+05",3H
POITIERS,Vienne,UNIVERSITY OF POITIERS - UMR-UP-CNRS 7267 ECOLOGY &amp; BIOLOGY OF SUGAR AND PLANT/ENVIRONMENT EXCHANGE INTERACTIONS TEAM,,"SL (0,12 m3)",F3-7-01,"0,00708","1,66E+05",14C
POITIERS,Vienne,UNIVERSITY OF POITIERS - UMR-UP-CNRS 7267 ECOLOGY &amp; BIOLOGY OF SUGAR AND PLANT/ENVIRONMENT EXCHANGE INTERACTIONS TEAM,,"SI (0,12 m3)",F3-7-01,"0,00948","2,92E+05",14C
POITIERS,Vienne,UNIVERSITY OF POITIERS - UMR-UP-CNRS 7267 ECOLOGY &amp; BIOLOGY OF INTERACTIONS SUGARS AND PLANT EXCHANGES/ENVIRONMENT TEAM,,"LA (0,015 m3)",F3-7-01,0,6.07E+05,14C
MONT-SAINT-AIGNAN,Seine-Maritime,UNIVERSITY OF ROUEN - INSERM - U1239,,"SL (0,06 m3)",F3-7-01,"0,00354","4,00E+04",3H
MONT-SAINT-AIGNAN,Seine-Maritime,UNIVERSITY OF ROUEN - INSERM - U1239,,"SI (0,06 m3)",F3-7-01,"0,00474","1,00E+04",3H
MONT-SAINT-AIGNAN,Seine-Maritime,UNIVERSITY OF ROUEN - INSERM - U1239,,"LA (0,015 m3)",F3-7-01,0,"8,00E+06",3H
SAINT-ETIENNE-DU-ROUVRAY,Seine-Maritime,UNIVERSITY OF ROUEN - MADRILLET SITE - CNRS - UMR 6634 MATERIALS PHYSICS GROUP,,"LS-LH (0,005 m3)",F3-7-01,0,"4,00E+05",60Co
SAINT-ETIENNE-DU-ROUVRAY,Seine-Maritime,UNIVERSITY OF ROUEN - MADRILLET SITE - CNRS - UMR 6634 MATERIALS PHYSICS GROUP,,"L.A. (0,01 m3)",F3-7-01,0,"3,00E+05",60Co
SAINT-ETIENNE-DU-ROUVRAY,Seine-Maritime,UNIVERSITY OF ROUEN - MADRILLET SITE - CNRS - UMR 6634 MATERIALS PHYSICS GROUP,,"L.A. (0,002 m3)",F3-7-01,0,"3,00E+04",U
ILLKIRCH-GRAFFENSTADEN,Bas-Rhin,UNIVERSITY OF STRASBOURG - IGBMC - INSERM U1258 - CNRS UMR 7104,,"SI (0,24 m3)",F3-7-01,"0,01896","7,00E+07","3H, 14C"
ILLKIRCH-GRAFFENSTADEN,Bas-Rhin,UNIVERSITY OF STRASBOURG - IGBMC - INSERM U1258 - CNRS UMR 7104,,"SL (0,24 m3)",F3-7-01,"0,01416","4,00E+07","3H, 14C"
ILLKIRCH-GRAFFENSTADEN,Bas-Rhin,UNIVERSITY OF STRASBOURG - IGBMC - INSERM U1258 - CNRS UMR 7104,,"L.A. (0,12 m3)",F3-7-01,0,"1,20E+08","3H, 14C"
ILLKIRCH-GRAFFENSTADEN,Bas-Rhin,UNIVERSITY OF STRASBOURG - IREBS - UMR 7242,,"L.A. (0,032 m3)",F3-7-01,0,"7,90E+06",3H
ILLKIRCH-GRAFFENSTADEN,Bas-Rhin,UNIVERSITY OF STRASBOURG - IREBS - UMR 7242,,"SL (0,12 m3)",F3-7-01,"0,00708","4,61E+06",3H
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF SCIENCES AND TECHNOLOGY OF LILLE 1 - UMR CNRS 8576 - LABORATORY OF STRUCTURAL AND FUNCTIONAL GLYCOBIOLOGY,,"SL (0,02 m3)",F3-7-01,"0,00118","8,00E+03",3H
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF SCIENCES AND TECHNOLOGY OF LILLE 1 - UMR CNRS 8576 - LABORATORY OF STRUCTURAL AND FUNCTIONAL GLYCOBIOLOGY,,"SI (0,09 m3)",F3-7-01,"0,00711","2,09E+07",3H
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF SCIENCES AND TECHNOLOGY OF LILLE 1 - UMR CNRS 8576 - LABORATORY OF STRUCTURAL AND FUNCTIONAL GLYCOBIOLOGY,,"L.A. (0,025 m3)",F3-7-01,0,2.46E+08,"3H, 14C"
VILLENEUVE-D'ASCQ,Nord,UNIVERSITY OF SCIENCES AND TECHNOLOGY OF LILLE 1 - UMR CNRS 8576 - LABORATORY OF STRUCTURAL AND FUNCTIONAL GLYCOBIOLOGY,,"LS-LH (0,025 m3)",F3-7-01,0,"4,00E+05",3H
LA TRONCHE,Isère,UNIVERSITY OF GRENOBLES ALPES - FACULTY OF MEDICINE OF GRENOBLE - INSERM U1039 - BIOCLINICAL RADIOPHARMACEUTICALS,,"SI (0,3 m3)",F3-7-01,"0,0237",3.51E+08,"3H, 14C"
LA TRONCHE,Isère,UNIVERSITY OF GRENOBLES ALPES - FACULTY OF MEDICINE OF GRENOBLE - INSERM U1039 - BIOCLINICAL RADIOPHARMACEUTICALS,,"SL (0,25 m3)",F3-7-01,"0,01475","3,50E+06","3H, 14C"
LA TRONCHE,Isère,UNIVERSITY OF GRENOBLES ALPES - FACULTY OF MEDICINE OF GRENOBLE - INSERM U1039 - BIOCLINICAL RADIOPHARMACEUTICALS,,"SO (0,01 m3)",F3-7-01,"0,00079","5,00E+06",14C
LA TRONCHE,Isère,UNIVERSITY OF GRENOBLES ALPES - FACULTY OF MEDICINE OF GRENOBLE - INSERM U1039 - BIOCLINICAL RADIOPHARMACEUTICALS,,"L.A. (0,029 m3)",F3-7-01,0,"1,16E+08","3H, 68Ge"
LA TRONCHE,Isère,GRENOBLES ALPES UNIVERSITY - FACULTY OF MEDICINE-PHARMACY,,"SI (0,03 m3)",F3-7-01,"0,00237","0,00E+00",3H
LA TRONCHE,Isère,GRENOBLES ALPES UNIVERSITY - FACULTY OF MEDICINE-PHARMACY,,"L.A. (0,01 m3)",F3-7-01,0,"0,00E+00",3H
PARIS 06,Paris,UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN,,"SL (0,1 m3)",F3-7-01,"0,0059","3,00E+04",3H
PARIS 06,Paris,UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN,,"LA (0,03 m3)",F3-7-01,0,"6,00E+06",3H
PARIS 06,Paris,UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN,,"SI (0,1 m3)",F3-7-01,"0,0079","6,60E+05",14C
PARIS 06,Paris,UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN,,"L.A. (0,02 m3)",F3-7-01,0,"2,50E+07",14C
PARIS 06,Paris,UNIVERSITE PARIS DESCARTES - UMR 8003 - SPPIN,,"LS-LH (0,025 m3)",F3-7-01,0,"2,00E+04",3H
