City,County,Site,Waste_Type,Description,Label,Volume_in_mt,BQ,Radionuclides
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,Drums of bituminous mixes produced before January 1995 stored in the new storage (FEB non QP MA-VL) (1856 drums of 380L EIP),F2-4-04,"705,28",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,Drums of bituminous mixes produced since January 1995 stored in the new storage (FEB QP MA-VL) (652 drums of 380L EIP),F2-4-03,"247,76",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets alpha,Drum-rich alpha metal waste (38 drums of 100L and 118L),F2-4-08,"9,538",Data updated with each new edition of the National Inventory,"239Pu, 240Pu, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets alpha,Drum-rich alpha metal waste (17 drums of 100L and 118L),F2-4-08,"4,267",Data updated with each new edition of the National Inventory,"239Pu, 240Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets alpha,Alpha-rich metal waste in 870L packages (23 870L packages),F2-4-08,"20,24",Data updated with each new edition of the National Inventory,"239Pu, 240Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets de RCD,EDF fast reactor B4C needles (1445 SuperPhenix needles),F2-4-15,"7,225",Data updated with each new edition of the National Inventory,"3H, 54Mn, 55Fe, 60Co"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,Asphalt mix drums produced since January 1995 stainless steel (FEB QP MA-VL) (2345 drums of 217 liters),F2-4-03,"891,1",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,Drums of bituminous mix produced before January 1995 in casemates (FEB non QP MA-VL) (13537 drums of 220 and 225 liters),F2-4-04,"5144,06",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,Asphalt mix drums produced since January 1995 in black steel (FEB QP MA-VL) (1709 drums of 225 liters),F2-4-03,"649,42",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,Waste whose management channel remains to be defined - exotic drums in casemates and in the rear corridor (11 drums of 220 liters),DIV2-03,"2,53",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN OPERATION),Déchets issus du traitement des effluents,Waste for which the management channel remains to be defined - drums in bunkers (test specimen drums + overdrums) (2 drums of 220 liters and overdrums of 380 liters),DIV2-03,"0,46",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (REACTORS AND ASSOCIATED FACILITIES),Déchets d'exploitation et de maintenance,Ionization and neutron chambers (3.1 m3),DIV2-10,"3,1",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,ORANO / MELOX - MARCOULE (MELOX),"Déchets en attente de traitement, de valorisation (recyclage du plutonium) et de conditionnement",Technological waste (1839 drums of 118 liters),F2-3-10,"25,746",Data updated with each new edition of the National Inventory,"235U, 238U, 238Pu, 239Pu, 240Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Sample drums to be reconditioned (FMA-VC) (7 drums of 118L),F3-4-01,0,Data updated with each new edition of the National Inventory,"60Co, 63Ni, 90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Technological waste FMA-VC - Aerosol cans awaiting treatment (4 HDPE drums of 120L),F3-4-02,"0,696",Data updated with each new edition of the National Inventory,"137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Lead (chips and slag) (10 drums of 118L and 223L),F3-4-01,"2,25",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Lead (chips and slag) (7 drums of 118 and 223 liters),F3-4-03,"6,839",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Contaminated solvents and oils (0.223 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Effluents liquides,Liquid effluents (HA/MA) (23.5 m3),F3-4-03,"1,5275",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (C0) (329 118-litre drums)",F3-4-01,"16,779",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (32 x 118-litre drums)",F3-4-03,"7,04",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 223L (C0) metal drums (4 x 223-litre drums)",F3-4-01,"0,9",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in BI (8S) (3 BI)",F3-4-02,"12,18",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de RCD,FMA-VC technological waste in cell 409 (34 baskets of 80 liters),F3-4-03,"33,32",Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets sans filière immédiate (DSFI),DSFI - Mercury waste not immediately evacuable (0.119 t),DIV3-05,"0,009044",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L (C0) metal drums (1 drum of 118 liters)",F3-4-01,"0,051",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Decanter barrels to be reconditioned (FMA-VC) (1 barrel of 118L),F3-4-02,"0,118",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Miscellaneous wet waste FMA-VC (0.35 m3),DIV3-05,"0,35",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in BI (2 intermediate boxes)",F3-4-02,"8,12",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Solidified sludge to be reconditioned (0.7 m3),F3-4-02,"0,7",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (C0) (7 drums of 118L)",F3-4-01,"0,357",Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (2 x 118L drums)",F3-4-03,"0,44",Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Contaminated solvents and oils (2.03 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,DSFI - Pyralene Capacitor (0.04 m3),DIV3-05,"0,04",Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,DSFI - Mercury waste (0.08 m3),DIV3-05,"0,08",Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L (C0) metal drums (14 x 118L drums)",F3-4-01,"0,714",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (2 x 118L drums)",F3-4-03,"0,44",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,FMA-VC category non-compactable asbestos waste in 118L (9X) metal drums (16 x 118L drums),F3-4-09,"12,992",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,FMA-VC category non-compactable asbestos waste in 118L metal drums (CBFK) (16 x 118L drums),F3-4-03,"15,68",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in 223L (C0) metal drums (3 drums of 223L)",F3-4-01,"0,675",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in BI (8S) (8 BI)",F3-4-02,"32,48",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Technological waste FMA-VC - Aerosol cans awaiting treatment (1 drum of 118L),F3-4-02,"0,174",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Contaminated solvents and oils (1.3 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Baskets (70 lockers and baskets),F3-4-02,"61,81",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure du combustible,Magnesium waste (Marcoule) - Pits 0 to 4 (253.2 t),F3-4-04,"2168,9112",Data updated with each new edition of the National Inventory,"60Co, 63Ni"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure du combustible,"Magnesium waste (Marcoule) - Pits 5, 6, 8, 9 and 10 (271.3 t)",F3-4-04,"2323,9558",Data updated with each new edition of the National Inventory,"60Co, 63Ni"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,"G, H, J pit sludge, intermediate tank (12.832 t)",F3-4-03,"1746,576352",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure du combustible,Aluminum scrap - Fosse FC (2.65 t),F3-4-02,"53,795",Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,Pre-settler pit waste (sludge) (167 t),F3-4-06,"1286,568",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,South Zone zeolites and diatoms (94.025 t),F3-4-06,"1457,3875",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,MA West sludge (13 t ),F3-4-06,"227,5",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure du combustible,Magnesium waste in drums (1.2817 t),F3-4-04,"10,9790422",Data updated with each new edition of the National Inventory,60Co
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L (C0) metal drums (24 x 118L drums)",F3-4-01,"1,224",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (2 x 118L drums)",F3-4-03,"0,44",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,FMA-VC category non-compactable asbestos waste in 118L (9X) metal drums (2 x 118L drums),F3-4-09,"1,624",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,FMA-VC category non-compactable asbestos waste in 118L metal drums (CBFK) (2 x 118L drums),F3-4-03,"1,96",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in BI (8S) (2 BI)",F3-4-02,"8,12",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,Technological waste FMA-VC - Aerosol cans awaiting treatment (2 drums of 118L),F3-4-02,"0,348",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation courante,Contaminated solvents and oils (0.65 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD), Déchets activés,Activated items PHENIX (21 items),F3-4-03,"22,869",Data updated with each new edition of the National Inventory,"3H, 54Mn, 55Fe, 60Co, 63Ni"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure,PHE bins and SAP containers (711 PHE bins),F3-4-03,"696,78",Data updated with each new edition of the National Inventory,60Co
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de structure,CEL bins (240 CEL bins),F3-4-03,"235,2",Data updated with each new edition of the National Inventory,60Co
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation,"Non-standard technological waste of the FMA-VC category (plastic, metal, inert, etc.) in metal drums (4 drums of 223 liters and 118 liter drum)",F3-4-03,"3,92",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation,Ionization chamber (4 x 223 liter drums and 118 liter drum),F3-4-03,"3,92",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets issus du traitement des effluents,Bitumen block (pit 170) (0.975 t),F3-4-03,"7,02585",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,MAR200 resins in shells - associated waste (61 shells),F3-4-03,"32,269",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am, Pu"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,"Non-immobilized ATM fusion pellets, in CBFK (tritiated) (151 pellets)",F4-6-04,"147,98",Data updated with each new edition of the National Inventory,"3H, 55Fe, 60Co, 63Ni, 65Zn"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Former ATM melting caps in drums (1314 drums of 223 liters and CORTEN),F4-6-04,"1287,72",Data updated with each new edition of the National Inventory,"3H, 55Fe, 60Co, 63Ni, 65Zn"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,"Pots of tritiated resins in pit HA (containers A, B and C) (19 pots of resins)",F4-6-04,"23,674",Data updated with each new edition of the National Inventory,"3H, 60Co"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,CDS resins in C4 shell (20 shells),F3-4-06,"73,5",Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Process waste - alumina and alumina filters (24 alumina filters),F4-6-04,"23,52",Data updated with each new edition of the National Inventory,"3H, 60Co"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Process waste - 20 micron filters (24 x 20 micron filters),F4-6-04,"23,52",Data updated with each new edition of the National Inventory,"3H, 60Co"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Tritiated resins (D2O + H2O) (31 units),F4-6-04,"41,85",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets de procédé,DEG resins in C7 shell. (8 shells),F3-4-06,"14,704",Data updated with each new edition of the National Inventory,"90Sr, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques et métalliques,Drums 118L DIADEM (1 Drums 118l),F3-4-03,1,Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques et métalliques,"FMA-VC category waste in various packages (excluding aluminium, alumina and resins) (27 Units)",F3-4-03,"18,9",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques et métalliques,FMA-VC category technological and metallic waste (2.2 m3),F3-4-03,"2,2",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques métalliques,"FAMA-VC waste in containers (excluding tritiated and alpha) (19 HA type A, B and C containers)",F3-4-03,"225,834",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Tritiated waste in pits - Cel resins in shells (50 shells and drums),F4-6-04,"89,5",Data updated with each new edition of the National Inventory,"3H, 60Co"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Tritiated waste in pits - CEL Alumina filters in box (3 alumina filters),F4-6-04,"2,94",Data updated with each new edition of the National Inventory,"3H, 60Co"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets tritiés,Tritiated waste in pits - 20 micron CEL filters in box (3 20 micron filters),F4-6-04,"2,94",Data updated with each new edition of the National Inventory,"3H, 60Co"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques métalliques,Package of dry sludge FMA-VC (8S) (1 package),F3-4-02,"4,06",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques métalliques,Waste in metal capacity or concrete shell (excluding tritiated and alpha) (16.59 m3),F3-4-02,"16,59",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologiques métalliques,Metal waste from the cleaning up of pits and waste from the bottom of contaminated STEL pits (Bulk) (5.95 m3),F3-4-02,"5,95",Data updated with each new edition of the National Inventory,"60Co, 137Cs"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Creusets et culots aluminium,Physiméca melting crucibles and bases (624 crucibles and bases),F3-4-03,"448,032",Data updated with each new edition of the National Inventory,60Co
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologique,Unknown barrels and test barrels (3 barrels 223 liters),F3-4-03,"0,675",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologique,Intermediate boxes (2 BI),F3-4-02,"8,12",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets technologique,Chinon aluminum box (1 8S box),F3-4-02,"4,06",Data updated with each new edition of the National Inventory,
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L (C0) metal drums (112 x 118L drums)",F3-4-01,"5,712",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 118L metal drums (CBFK) (24 x 118L drums)",F3-4-03,"5,28",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,FMA-VC category non-compactable asbestos waste in 118L (9X) metal drums (59 x 118L drums),F3-4-09,"47,908",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,FMA-VC category non-compactable asbestos waste in 118L metal drums (CBFK) (59 118L drums),F3-4-03,"57,82",Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metallic, inert, etc.) in BI (8S) (22 BI)",F3-4-02,"89,32",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,"FMA-VC category technological waste (plastic, metal, inert, etc.) in 223L (C0) metal drums (23 x 223L drums)",F3-4-01,"5,175",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,Contaminated solvents and oils (12.38 m3),F3-7-01,0,Data updated with each new edition of the National Inventory,137Cs
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets particuliers,Neutrophage in pitch at UP1/MA (16.5 m3),F3-7-01,"1,386",Data updated with each new edition of the National Inventory,"239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,FMA-VC category filters (40 DIHEDRES filters) to be packaged in 118L (C0) metal drums (18 x 118L drums),F3-4-01,"0,918",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets d'exploitation et de maintenance,FMA-VC category filters (40 DIHEDRES filters) to be packaged in 118L metal drums (CBFK) (4 x 118L drums),F3-4-03,"0,88",Data updated with each new edition of the National Inventory,"90Sr, 137Cs, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets particuliers,DSFI - Mercury waste not immediately evacuable (0.08 m3),DIV3-05,"0,08",Data updated with each new edition of the National Inventory,"239Pu, 241Am"
CHUSCLAN,Gard,CEA CIVIL - MARCOULE (INSTALLATIONS IN DISMANTLING OR RCD),Déchets particuliers,DSFI - Chlorinated diphenyls (0.02 m3),DIV3-05,"0,02",Data updated with each new edition of the National Inventory,"239Pu, 241Am"
