VILLE,DEPARTEMENT,CODE INSEE,NOM DU SITE,GROUPE DE DECHETS,SOUS-GROUPE DE DECHETS,DESCRIPTION PHYSIQUE,CATEGORIE,FAMILLE IN,VOLUME EQUIVALENT CONDITIONNE,MAJORATION,ACTIVITE ( Bq),PRINCIPAUX RADIONUCLEIDES
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""",&quot;Long-lived medium-level waste stored in swimming pools&quot;,"""0""",&quot;Grape heads (all) (19 cases)&quot;,&quot;MA-VL&quot;,&quot;F2-2-03&quot;,"""10,621""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;55Fe, 60Co, 63Ni&quot;"
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""",&quot;Long-lived medium-level waste stored in swimming pools&quot;,"""0""",&quot;Miscellaneous metal parts (4 cases)&quot;,&quot;MA-VL&quot;,&quot;F2-2-03&quot;,"""0,204""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;55Fe, 60Co, 63Ni&quot;"
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,"&quot;Plastics, rubber (0.508 t)&quot;","""FMA-VC""",&quot;F3-01b&quot;,"""0,9906""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,"&quot;Plastics, Rubber (1.777 t)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""0,472682""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,"&quot;Plastics, rubber (0.254 t)&quot;","""FMA-VC""",&quot;F3-2-05&quot;,"""3,21564""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Ferrous metals (154.244 t)&quot;,"""FMA-VC""",&quot;F3-7-02&quot;,"""22,519624""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Ferrous metals (71.19 t)&quot;,"""TFA""","""TFA-02""","""136,6848""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Ferrous metals (11.865 t)&quot;,"""FMA-VC""",&quot;F3-2-05&quot;,"""142,1427""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Non-ferrous metals (1.667 t)&quot;,"""FMA-VC""",&quot;F3-2-15&quot;,"""2,21711""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Non-ferrous metals (15.007 t)&quot;,"""TFA""","""TFA-02""","""28,81344""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Water Filters (5.414 t)&quot;,"""FMA-VC""",&quot;F3-01b&quot;,"""9,85348""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Water Filters (5.414 t)&quot;,"""FMA-VC""",&quot;F3-2-05&quot;,"""103,1367""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Ventilation Filters (32.486 t)&quot;,"""TFA""","""TFA-02""","""51,9776""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,"&quot;Iodine traps, activated carbon (16.112 t)&quot;","""TFA""","""TFA-02""","""26,90704""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Settling sludge (1.379 t)&quot;,"""FMA-VC""",&quot;F3-2-02&quot;,"""7,66724""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Oils (8.397 t)&quot;,"""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Leaching Solutions (223.718 t)&quot;,"""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,"&quot;Active resins (39,663 t)&quot;","""FMA-VC""",&quot;F3-2-03&quot;,"""211,40379""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;APG Ion Exchange Resins (0.334 t)&quot;,"""FMA-VC""",&quot;F3-7-01&quot;,"""0,088844""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;APG ion exchange resins (1.335 t)&quot;,"""TFA""","""TFA-02""","""1,80225""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Cluster Guide Tubes (9.15 t)&quot;,"""FMA-VC""",&quot;F3-7-02&quot;,"""9,15""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Cluster Guide Tubes (9.15 t)&quot;,"""FMA-VC""",&quot;F3-2-15&quot;,"""9,15""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Asbestos (13.288 t)&quot;,"""TFA""","""TFA-02""","""132,88""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;RPN Chambers (0.24 t)&quot;,"""FMA-VC""",&quot;F3-2-05&quot;,"""2,8752""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Concentrates (5.81 t )&quot;,"""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,"&quot;Silica, sand, corundum, shot (58.605 t)&quot;","""TFA""","""TFA-02""","""39,26535""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,"&quot;Boues sechees (27,251 t )&quot;","""TFA""","""TFA-02""","""27,251""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Engraved (89.18 t )&quot;,"""TFA""","""TFA-02""","""97,2062""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Waste awaiting shipment to Andra for storage or to CENTRACO for processing&quot;,&quot;200 liter metal drums (24 F1)&quot;,"""FMA-VC""",&quot;F3-01b&quot;,"""3,24""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""55Fe, 60Co, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Waste awaiting shipment to Andra for storage or to CENTRACO for processing&quot;,&quot;Concrete shells of 2 m3 (13 C1)&quot;,"""FMA-VC""",&quot;F3-2-05&quot;,"""26""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;55Fe, 60Co, 63Ni, 58Co&quot;"
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Waste awaiting shipment to Andra for storage or to CENTRACO for processing&quot;,&quot;Concrete shells of 1.2 m3 (9 C4)&quot;,"""FMA-VC""",&quot;F3-2-05&quot;,"""11,07""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 55Fe, 60Co, 110mAg, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Waste awaiting shipment to Andra for storage or to CENTRACO for processing&quot;,&quot;Metal drums of 200 liters (4 F1)&quot;,"""TFA""","""TFA-02""","""0,84""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""60Co, 108mAg"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Waste awaiting shipment to Andra for storage or to CENTRACO for processing&quot;,&quot;200 liter plastic drums (378 F6)&quot;,"""FMA-VC""",&quot;F3-7-01&quot;,"""5,67""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""55Fe, 60Co, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Waste awaiting shipment to Andra for storage or to CENTRACO for processing&quot;,&quot;Metal boxes of 2 m3 (5 CM2M3)&quot;,"""FMA-VC""",&quot;F3-7-02&quot;,"""1,92""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Waste awaiting shipment to Andra for storage or to CENTRACO for processing&quot;,&quot;Metal boxes of 7.5 m3 (4 CS7.5M3)&quot;,"""FMA-VC""",&quot;F3-7-02&quot;,"""4,62""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;55Fe, 60Co, 63Ni, 90Sr, 137Cs&quot;"
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Waste awaiting shipment to Andra for storage or to CENTRACO for processing&quot;,"""Big-bags de 1 m3 (3 BB1)""","""TFA""","""TFA-02""","""3""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""60Co, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Waste awaiting shipment to Andra for storage or to CENTRACO for processing&quot;,"""Big-bags de 1 m3 (29 BB1)""","""TFA""","""TFA-02""","""29""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;3H, 55Fe, 60Co, 63Ni, 137Cs&quot;"
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Waste awaiting shipment to Andra for storage or to CENTRACO for processing&quot;,&quot;Metal boxes of 8 m3 (4 CM8M3)&quot;,"""FMA-VC""",&quot;F3-7-02&quot;,"""4,62""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 55Fe, 60Co, 110mAg, 58Co"""
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Waste awaiting shipment to Andra for storage or to CENTRACO for processing&quot;,&quot;200 liter metal drums (39 F1)&quot;,"""FMA-VC""",&quot;F3-2-16&quot;,"""6,396""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;3H, 55Fe, 60Co, 63Ni, 137Cs&quot;"
&quot;BELLEVILLE-SUR-LOIRE&quot;,"""18""","""18026""","""EDF - BELLEVILLE - CNPE""","&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Waste awaiting shipment to Andra for storage or to CENTRACO for processing&quot;,&quot;Reusable container (2m3) (8 CRR2)&quot;,"""TFA""","""TFA-02""","""4""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 55Fe, 60Co, 63Ni, 110mAg"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,&quot;Long-lived medium-level waste stored in swimming pools&quot;,"""0""",&quot;Bunches (other than sources) (135 units)&quot;,&quot;MA-VL&quot;,&quot;F2-2-03&quot;,"""15,39""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;55Fe, 60Co, 63Ni&quot;"
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,&quot;Long-lived medium-level waste stored in swimming pools&quot;,"""0""",&quot;RIC glove fingers (23 units)&quot;,&quot;MA-VL&quot;,&quot;F2-2-03&quot;,"""1,173""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;55Fe, 60Co, 63Ni&quot;"
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,&quot;Long-lived medium-level waste stored in swimming pools&quot;,"""0""","&quot;Absorbent pencils (AIC, Pyrex, Inox) (86 units)&quot;",&quot;MA-VL&quot;,&quot;F2-2-03&quot;,"""65,102""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;55Fe, 60Co, 63Ni&quot;"
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,&quot;Long-lived medium-level waste stored in swimming pools&quot;,"""0""","""Crayons sources (4 unite)""",&quot;OTHERS&quot;,"""S01""","""0""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;55Fe, 60Co, 63Ni&quot;"
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,&quot;Long-lived medium-level waste stored in swimming pools&quot;,"""0""",&quot;Miscellaneous metal parts (4 unit)&quot;,&quot;MA-VL&quot;,&quot;F2-2-03&quot;,"""0,132""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;55Fe, 60Co, 63Ni&quot;"
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,&quot;Long-lived medium-level waste stored in swimming pools&quot;,"""0""",&quot;Cork clusters in cases (36 units)&quot;,&quot;MA-VL&quot;,&quot;F2-2-03&quot;,"""2,916""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;55Fe, 60Co, 63Ni&quot;"
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,&quot;Long-lived medium-level waste stored in swimming pools&quot;,"""0""",&quot;Grape heads (all) (50 units)&quot;,&quot;MA-VL&quot;,&quot;F2-2-03&quot;,"""5,4""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"&quot;55Fe, 60Co, 63Ni&quot;"
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,"&quot;Plastics, Rubber (3.423 t)&quot;","""FMA-VC""",&quot;F3-01b&quot;,"""6,67485""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,"&quot;Plastics, rubber (11.982 t)&quot;","""FMA-VC""",&quot;F3-7-01&quot;,"""3,187212""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,"&quot;Plastics, Rubber (1.712 t)&quot;","""FMA-VC""",&quot;F3-2-05&quot;,"""21,67392""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Ferrous metals (66.958 t)&quot;,"""FMA-VC""",&quot;F3-7-02&quot;,"""9,775868""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Ferrous Metals (30.904 t)&quot;,"""TFA""","""TFA-02""","""59,33568""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Ferrous metals (5.151 t)&quot;,"""FMA-VC""",&quot;F3-2-05&quot;,"""61,70898""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,"&quot;Drained (81,532 t )&quot;","""TFA""","""TFA-02""","""88,86988""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Water Filters (3.309 t)&quot;,"""FMA-VC""",&quot;F3-2-05&quot;,"""63,03645""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Water Filters (3.309 t)&quot;,"""FMA-VC""",&quot;F3-01b&quot;,"""6,02238""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Ventilation Filters (5.281 t)&quot;,"""TFA""","""TFA-02""","""8,4496""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Settling sludge (13.55 t)&quot;,"""FMA-VC""",&quot;F3-2-02&quot;,"""75,338""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,"&quot;Boues sechees (35,636 t )&quot;","""TFA""","""TFA-02""","""35,636""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Organic Liquids (0.6 t)&quot;,"""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
&quot;BRAUD-AND-SAINT-LOUIS&quot;,"""33""","""33073""",&quot;EDF - BLAYAIS - CNPE&quot;,"&quot;Medium, Low or Very Low Activity Short-Lived Waste&quot;",&quot;Unconditioned waste&quot;,&quot;Leaching Solutions (23.7 t)&quot;,"""FMA-VC""",&quot;F3-7-01&quot;,"""0""","""0""",&quot;Data updated with each new edition of the National Inventory&quot;,"""54Mn, 60Co, 65Zn, 110mAg, 137Cs, 58Co"""
